, LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
982,CN2019100000000,20,191,"Sumner County, KS",,,,
983,CN2019300000000,20,193,"Thomas County, KS",,,,
984,CN2019500000000,20,195,"Trego County, KS",,,,
985,CN2019700000000,20,197,"Wabaunsee County, KS",,,,
986,CN2019900000000,20,199,"Wallace County, KS",,,,
987,CN2020100000000,20,201,"Washington County, KS",,,,
988,CN2020300000000,20,203,"Wichita County, KS",,,,
989,CN2020500000000,20,205,"Wilson County, KS",,,,
990,CN2020700000000,20,207,"Woodson County, KS",,,,
991,CN2020900000000,20,209,"Wyandotte County, KS",,,,
992,CN2100100000000,21,1,"Adair County, KY",,,,
993,CN2100300000000,21,3,"Allen County, KY",,,,
994,CN2100500000000,21,5,"Anderson County, KY",,,,
995,CN2100700000000,21,7,"Ballard County, KY",,,,
996,CN2100900000000,21,9,"Barren County, KY",,,,
997,CN2101100000000,21,11,"Bath County, KY",,,,
998,CN2101300000000,21,13,"Bell County, KY",,,,
999,CN2101500000000,21,15,"Boone County, KY",,,,
1000,CN2101700000000,21,17,"Bourbon County, KY",,,,
1001,CN2101900000000,21,19,"Boyd County, KY",,,,
1002,CN2102100000000,21,21,"Boyle County, KY",,,,
1003,CN2102300000000,21,23,"Bracken County, KY",,,,
1004,CN2102500000000,21,25,"Breathitt County, KY",,,,
1005,CN2102700000000,21,27,"Breckinridge County, KY",,,,
1006,CN2102900000000,21,29,"Bullitt County, KY",,,,
1007,CN2103100000000,21,31,"Butler County, KY",,,,
1008,CN2103300000000,21,33,"Caldwell County, KY",,,,
1009,CN2103500000000,21,35,"Calloway County, KY",,,,
1010,CN2103700000000,21,37,"Campbell County, KY",,,,
1011,CN2103900000000,21,39,"Carlisle County, KY",,,,
1012,CN2104100000000,21,41,"Carroll County, KY",,,,
1013,CN2104300000000,21,43,"Carter County, KY",,,,
1014,CN2104500000000,21,45,"Casey County, KY",,,,
1015,CN2104700000000,21,47,"Christian County, KY",,,,
1016,CN2104900000000,21,49,"Clark County, KY",,,,
1017,CN2105100000000,21,51,"Clay County, KY",,,,
1018,CN2105300000000,21,53,"Clinton County, KY",,,,
1019,CN2105500000000,21,55,"Crittenden County, KY",,,,
1020,CN2105700000000,21,57,"Cumberland County, KY",,,,
1021,CN2105900000000,21,59,"Daviess County, KY",,,,
1022,CN2106100000000,21,61,"Edmonson County, KY",,,,
1023,CN2106300000000,21,63,"Elliott County, KY",,,,
1024,CN2106500000000,21,65,"Estill County, KY",,,,
1025,CN2106700000000,21,67,"Fayette County, KY",,,,
1026,CN2106900000000,21,69,"Fleming County, KY",,,,
1027,CN2107100000000,21,71,"Floyd County, KY",,,,
1028,CN2107300000000,21,73,"Franklin County, KY",,,,
1029,CN2107500000000,21,75,"Fulton County, KY",,,,
1030,CN2107700000000,21,77,"Gallatin County, KY",,,,
1031,CN2107900000000,21,79,"Garrard County, KY",,,,
1032,CN2108100000000,21,81,"Grant County, KY",,,,
1033,CN2108300000000,21,83,"Graves County, KY",,,,
1034,CN2108500000000,21,85,"Grayson County, KY",,,,
1035,CN2108700000000,21,87,"Green County, KY",,,,
1036,CN2108900000000,21,89,"Greenup County, KY",,,,
1037,CN2109100000000,21,91,"Hancock County, KY",,,,
1038,CN2109300000000,21,93,"Hardin County, KY",,,,
1039,CN2109500000000,21,95,"Harlan County, KY",,,,
1040,CN2109700000000,21,97,"Harrison County, KY",,,,
1041,CN2109900000000,21,99,"Hart County, KY",,,,
1042,CN2110100000000,21,101,"Henderson County, KY",,,,
1043,CN2110300000000,21,103,"Henry County, KY",,,,
1044,CN2110500000000,21,105,"Hickman County, KY",,,,
1045,CN2110700000000,21,107,"Hopkins County, KY",,,,
1046,CN2110900000000,21,109,"Jackson County, KY",,,,
1047,CN2111100000000,21,111,"Jefferson County, KY",,,,
1048,CN2111300000000,21,113,"Jessamine County, KY",,,,
1049,CN2111500000000,21,115,"Johnson County, KY",,,,
1050,CN2111700000000,21,117,"Kenton County, KY",,,,
1051,CN2111900000000,21,119,"Knott County, KY",,,,
1052,CN2112100000000,21,121,"Knox County, KY",,,,
1053,CN2112300000000,21,123,"Larue County, KY",,,,
1054,CN2112500000000,21,125,"Laurel County, KY",,,,
1055,CN2112700000000,21,127,"Lawrence County, KY",,,,
1056,CN2112900000000,21,129,"Lee County, KY",,,,
1057,CN2113100000000,21,131,"Leslie County, KY",,,,
1058,CN2113300000000,21,133,"Letcher County, KY",,,,
1059,CN2113500000000,21,135,"Lewis County, KY",,,,
1060,CN2113700000000,21,137,"Lincoln County, KY",,,,
1061,CN2113900000000,21,139,"Livingston County, KY",,,,
1062,CN2114100000000,21,141,"Logan County, KY",,,,
1063,CN2114300000000,21,143,"Lyon County, KY",,,,
1064,CN2114500000000,21,145,"McCracken County, KY",,,,
1065,CN2114700000000,21,147,"McCreary County, KY",,,,
1066,CN2114900000000,21,149,"McLean County, KY",,,,
1067,CN2115100000000,21,151,"Madison County, KY",,,,
1068,CN2115300000000,21,153,"Magoffin County, KY",,,,
1069,CN2115500000000,21,155,"Marion County, KY",,,,
1070,CN2115700000000,21,157,"Marshall County, KY",,,,
1071,CN2115900000000,21,159,"Martin County, KY",,,,
1072,CN2116100000000,21,161,"Mason County, KY",,,,
1073,CN2116300000000,21,163,"Meade County, KY",,,,
1074,CN2116500000000,21,165,"Menifee County, KY",,,,
1075,CN2116700000000,21,167,"Mercer County, KY",,,,
1076,CN2116900000000,21,169,"Metcalfe County, KY",,,,
1077,CN2117100000000,21,171,"Monroe County, KY",,,,
1078,CN2117300000000,21,173,"Montgomery County, KY",,,,
1079,CN2117500000000,21,175,"Morgan County, KY",,,,
1080,CN2117700000000,21,177,"Muhlenberg County, KY",,,,
1081,CN2117900000000,21,179,"Nelson County, KY",,,,
1082,CN2118100000000,21,181,"Nicholas County, KY",,,,
1083,CN2118300000000,21,183,"Ohio County, KY",,,,
1084,CN2118500000000,21,185,"Oldham County, KY",,,,
1085,CN2118700000000,21,187,"Owen County, KY",,,,
1086,CN2118900000000,21,189,"Owsley County, KY",,,,
1087,CN2119100000000,21,191,"Pendleton County, KY",,,,
1088,CN2119300000000,21,193,"Perry County, KY",,,,
1089,CN2119500000000,21,195,"Pike County, KY",,,,
1090,CN2119700000000,21,197,"Powell County, KY",,,,
1091,CN2119900000000,21,199,"Pulaski County, KY",,,,
1092,CN2120100000000,21,201,"Robertson County, KY",,,,
1093,CN2120300000000,21,203,"Rockcastle County, KY",,,,
1094,CN2120500000000,21,205,"Rowan County, KY",,,,
1095,CN2120700000000,21,207,"Russell County, KY",,,,
1096,CN2120900000000,21,209,"Scott County, KY",,,,
1097,CN2121100000000,21,211,"Shelby County, KY",,,,
1098,CN2121300000000,21,213,"Simpson County, KY",,,,
1099,CN2121500000000,21,215,"Spencer County, KY",,,,
1100,CN2121700000000,21,217,"Taylor County, KY",,,,
1101,CN2121900000000,21,219,"Todd County, KY",,,,
1102,CN2122100000000,21,221,"Trigg County, KY",,,,
1103,CN2122300000000,21,223,"Trimble County, KY",,,,
1104,CN2122500000000,21,225,"Union County, KY",,,,
1105,CN2122700000000,21,227,"Warren County, KY",,,,
1106,CN2122900000000,21,229,"Washington County, KY",,,,
1107,CN2123100000000,21,231,"Wayne County, KY",,,,
1108,CN2123300000000,21,233,"Webster County, KY",,,,
1109,CN2123500000000,21,235,"Whitley County, KY",,,,
1110,CN2123700000000,21,237,"Wolfe County, KY",,,,
1111,CN2123900000000,21,239,"Woodford County, KY",,,,
1112,CN2200100000000,22,1,"Acadia Parish, LA",,,,
1113,CN2200300000000,22,3,"Allen Parish, LA",,,,
1114,CN2200500000000,22,5,"Ascension Parish, LA",,,,
1115,CN2200700000000,22,7,"Assumption Parish, LA",,,,
1116,CN2200900000000,22,9,"Avoyelles Parish, LA",,,,
1117,CN2201100000000,22,11,"Beauregard Parish, LA",,,,
1118,CN2201300000000,22,13,"Bienville Parish, LA",,,,
1119,CN2201500000000,22,15,"Bossier Parish, LA",,,,
1120,CN2201700000000,22,17,"Caddo Parish, LA",,,,
1121,CN2201900000000,22,19,"Calcasieu Parish, LA",,,,
1122,CN2202100000000,22,21,"Caldwell Parish, LA",,,,
1123,CN2202300000000,22,23,"Cameron Parish, LA",,,,
1124,CN2202500000000,22,25,"Catahoula Parish, LA",,,,
1125,CN2202700000000,22,27,"Claiborne Parish, LA",,,,
1126,CN2202900000000,22,29,"Concordia Parish, LA",,,,
1127,CN2203100000000,22,31,"De Soto Parish, LA",,,,
1128,CN2203300000000,22,33,"East Baton Rouge Parish, LA",,,,
1129,CN2203500000000,22,35,"East Carroll Parish, LA",,,,
1130,CN2203700000000,22,37,"East Feliciana Parish, LA",,,,
1131,CN2203900000000,22,39,"Evangeline Parish, LA",,,,
1132,CN2204100000000,22,41,"Franklin Parish, LA",,,,
1133,CN2204300000000,22,43,"Grant Parish, LA",,,,
1134,CN2204500000000,22,45,"Iberia Parish, LA",,,,
1135,CN2204700000000,22,47,"Iberville Parish, LA",,,,
1136,CN2204900000000,22,49,"Jackson Parish, LA",,,,
1137,CN2205100000000,22,51,"Jefferson Parish, LA",,,,
1138,CN2205300000000,22,53,"Jefferson Davis Parish, LA",,,,
1139,CN2205500000000,22,55,"Lafayette Parish, LA",,,,
1140,CN2205700000000,22,57,"Lafourche Parish, LA",,,,
1141,CN2205900000000,22,59,"LaSalle Parish, LA",,,,
1142,CN2206100000000,22,61,"Lincoln Parish, LA",,,,
1143,CN2206300000000,22,63,"Livingston Parish, LA",,,,
1144,CN2206500000000,22,65,"Madison Parish, LA",,,,
1145,CN2206700000000,22,67,"Morehouse Parish, LA",,,,
1146,CN2206900000000,22,69,"Natchitoches Parish, LA",,,,
1147,CN2207100000000,22,71,"Orleans Parish, LA",,,,
1148,CN2207300000000,22,73,"Ouachita Parish, LA",,,,
1149,CN2207500000000,22,75,"Plaquemines Parish, LA",,,,
1150,CN2207700000000,22,77,"Pointe Coupee Parish, LA",,,,
1151,CN2207900000000,22,79,"Rapides Parish, LA",,,,
1152,CN2208100000000,22,81,"Red River Parish, LA",,,,
1153,CN2208300000000,22,83,"Richland Parish, LA",,,,
1154,CN2208500000000,22,85,"Sabine Parish, LA",,,,
1155,CN2208700000000,22,87,"St. Bernard Parish, LA",,,,
1156,CN2208900000000,22,89,"St. Charles Parish, LA",,,,
1157,CN2209100000000,22,91,"St. Helena Parish, LA",,,,
1158,CN2209300000000,22,93,"St. James Parish, LA",,,,
1159,CN2209500000000,22,95,"St. John the Baptist Parish, LA",,,,
1160,CN2209700000000,22,97,"St. Landry Parish, LA",,,,
1161,CN2209900000000,22,99,"St. Martin Parish, LA",,,,
1162,CN2210100000000,22,101,"St. Mary Parish, LA",,,,
1163,CN2210300000000,22,103,"St. Tammany Parish, LA",,,,
1164,CN2210500000000,22,105,"Tangipahoa Parish, LA",,,,
1165,CN2210700000000,22,107,"Tensas Parish, LA",,,,
1166,CN2210900000000,22,109,"Terrebonne Parish, LA",,,,
1167,CN2211100000000,22,111,"Union Parish, LA",,,,
1168,CN2211300000000,22,113,"Vermilion Parish, LA",,,,
1169,CN2211500000000,22,115,"Vernon Parish, LA",,,,
1170,CN2211700000000,22,117,"Washington Parish, LA",,,,
1171,CN2211900000000,22,119,"Webster Parish, LA",,,,
1172,CN2212100000000,22,121,"West Baton Rouge Parish, LA",,,,
1173,CN2212300000000,22,123,"West Carroll Parish, LA",,,,
1174,CN2212500000000,22,125,"West Feliciana Parish, LA",,,,
1175,CN2212700000000,22,127,"Winn Parish, LA",,,,
1176,CN2300100000000,23,1,"Androscoggin County, ME",,,,
1177,CN2300300000000,23,3,"Aroostook County, ME",,,,
1178,CN2300500000000,23,5,"Cumberland County, ME",,,,
1179,CN2300700000000,23,7,"Franklin County, ME",,,,
1180,CN2300900000000,23,9,"Hancock County, ME",,,,
1181,CN2301100000000,23,11,"Kennebec County, ME",,,,
1182,CN2301300000000,23,13,"Knox County, ME",,,,
1183,CN2301500000000,23,15,"Lincoln County, ME",,,,
1184,CN2301700000000,23,17,"Oxford County, ME",,,,
1185,CN2301900000000,23,19,"Penobscot County, ME",,,,
1186,CN2302100000000,23,21,"Piscataquis County, ME",,,,
1187,CN2302300000000,23,23,"Sagadahoc County, ME",,,,
1188,CN2302500000000,23,25,"Somerset County, ME",,,,
1189,CN2302700000000,23,27,"Waldo County, ME",,,,
1190,CN2302900000000,23,29,"Washington County, ME",,,,
1191,CN2303100000000,23,31,"York County, ME",,,,
1192,CN2400100000000,24,1,"Allegany County, MD",,,,
1193,CN2400300000000,24,3,"Anne Arundel County, MD",,,,
1194,CN2400500000000,24,5,"Baltimore County, MD",,,,
1195,CN2400900000000,24,9,"Calvert County, MD",,,,
1196,CN2401100000000,24,11,"Caroline County, MD",,,,
1197,CN2401300000000,24,13,"Carroll County, MD",,,,
1198,CN2401500000000,24,15,"Cecil County, MD",,,,
1199,CN2401700000000,24,17,"Charles County, MD",,,,
1200,CN2401900000000,24,19,"Dorchester County, MD",,,,
1201,CN2402100000000,24,21,"Frederick County, MD",,,,
1202,CN2402300000000,24,23,"Garrett County, MD",,,,
1203,CN2402500000000,24,25,"Harford County, MD",,,,
1204,CN2402700000000,24,27,"Howard County, MD",,,,
1205,CN2402900000000,24,29,"Kent County, MD",,,,
1206,CN2403100000000,24,31,"Montgomery County, MD",,,,
1207,CN2403300000000,24,33,"Prince George's County, MD",,,,
1208,CN2403500000000,24,35,"Queen Anne's County, MD",,,,
1209,CN2403700000000,24,37,"St. Mary's County, MD",,,,
1210,CN2403900000000,24,39,"Somerset County, MD",,,,
1211,CN2404100000000,24,41,"Talbot County, MD",,,,
1212,CN2404300000000,24,43,"Washington County, MD",,,,
1213,CN2404500000000,24,45,"Wicomico County, MD",,,,
1214,CN2404700000000,24,47,"Worcester County, MD",,,,
1215,CN2451000000000,24,510,"Baltimore city, MD",,,,
1216,CN2500100000000,25,1,"Barnstable County, MA",,,,
1217,CN2500300000000,25,3,"Berkshire County, MA",,,,
1218,CN2500500000000,25,5,"Bristol County, MA",,,,
1219,CN2500700000000,25,7,"Dukes County, MA",,,,
1220,CN2500900000000,25,9,"Essex County, MA",,,,
1221,CN2501100000000,25,11,"Franklin County, MA",,,,
1222,CN2501300000000,25,13,"Hampden County, MA",,,,
1223,CN2501500000000,25,15,"Hampshire County, MA",,,,
1224,CN2501700000000,25,17,"Middlesex County, MA",,,,
1225,CN2501900000000,25,19,"Nantucket County/town, MA",,,,
1226,CN2502100000000,25,21,"Norfolk County, MA",,,,
1227,CN2502300000000,25,23,"Plymouth County, MA",,,,
1228,CN2502500000000,25,25,"Suffolk County, MA",,,,
1229,CN2502700000000,25,27,"Worcester County, MA",,,,
1230,CN2600100000000,26,1,"Alcona County, MI",,,,
1231,CN2600300000000,26,3,"Alger County, MI",,,,
1232,CN2600500000000,26,5,"Allegan County, MI",,,,
1233,CN2600700000000,26,7,"Alpena County, MI",,,,
1234,CN2600900000000,26,9,"Antrim County, MI",,,,
1235,CN2601100000000,26,11,"Arenac County, MI",,,,
1236,CN2601300000000,26,13,"Baraga County, MI",,,,
1237,CN2601500000000,26,15,"Barry County, MI",,,,
1238,CN2601700000000,26,17,"Bay County, MI",,,,
1239,CN2601900000000,26,19,"Benzie County, MI",,,,
1240,CN2602100000000,26,21,"Berrien County, MI",,,,
1241,CN2602300000000,26,23,"Branch County, MI",,,,
1242,CN2602500000000,26,25,"Calhoun County, MI",,,,
1243,CN2602700000000,26,27,"Cass County, MI",,,,
1244,CN2602900000000,26,29,"Charlevoix County, MI",,,,
1245,CN2603100000000,26,31,"Cheboygan County, MI",,,,
1246,CN2603300000000,26,33,"Chippewa County, MI",,,,
1247,CN2603500000000,26,35,"Clare County, MI",,,,
1248,CN2603700000000,26,37,"Clinton County, MI",,,,
1249,CN2603900000000,26,39,"Crawford County, MI",,,,
1250,CN2604100000000,26,41,"Delta County, MI",,,,
1251,CN2604300000000,26,43,"Dickinson County, MI",,,,
1252,CN2604500000000,26,45,"Eaton County, MI",,,,
1253,CN2604700000000,26,47,"Emmet County, MI",,,,
1254,CN2604900000000,26,49,"Genesee County, MI",,,,
1255,CN2605100000000,26,51,"Gladwin County, MI",,,,
1256,CN2605300000000,26,53,"Gogebic County, MI",,,,
1257,CN2605500000000,26,55,"Grand Traverse County, MI",,,,
1258,CN2605700000000,26,57,"Gratiot County, MI",,,,
1259,CN2605900000000,26,59,"Hillsdale County, MI",,,,
1260,CN2606100000000,26,61,"Houghton County, MI",,,,
1261,CN2606300000000,26,63,"Huron County, MI",,,,
1262,CN2606500000000,26,65,"Ingham County, MI",,,,
1263,CN2606700000000,26,67,"Ionia County, MI",,,,
1264,CN2606900000000,26,69,"Iosco County, MI",,,,
1265,CN2607100000000,26,71,"Iron County, MI",,,,
1266,CN2607300000000,26,73,"Isabella County, MI",,,,
1267,CN2607500000000,26,75,"Jackson County, MI",,,,
1268,CN2607700000000,26,77,"Kalamazoo County, MI",,,,
1269,CN2607900000000,26,79,"Kalkaska County, MI",,,,
1270,CN2608100000000,26,81,"Kent County, MI",,,,
1271,CN2608300000000,26,83,"Keweenaw County, MI",,,,
1272,CN2608500000000,26,85,"Lake County, MI",,,,
1273,CN2608700000000,26,87,"Lapeer County, MI",,,,
1274,CN2608900000000,26,89,"Leelanau County, MI",,,,
1275,CN2609100000000,26,91,"Lenawee County, MI",,,,
1276,CN2609300000000,26,93,"Livingston County, MI",,,,
1277,CN2609500000000,26,95,"Luce County, MI",,,,
1278,CN2609700000000,26,97,"Mackinac County, MI",,,,
1279,CN2609900000000,26,99,"Macomb County, MI",,,,
1280,CN2610100000000,26,101,"Manistee County, MI",,,,
1281,CN2610300000000,26,103,"Marquette County, MI",,,,
1282,CN2610500000000,26,105,"Mason County, MI",,,,
1283,CN2610700000000,26,107,"Mecosta County, MI",,,,
1284,CN2610900000000,26,109,"Menominee County, MI",,,,
1285,CN2611100000000,26,111,"Midland County, MI",,,,
1286,CN2611300000000,26,113,"Missaukee County, MI",,,,
1287,CN2611500000000,26,115,"Monroe County, MI",,,,
1288,CN2611700000000,26,117,"Montcalm County, MI",,,,
1289,CN2611900000000,26,119,"Montmorency County, MI",,,,
1290,CN2612100000000,26,121,"Muskegon County, MI",,,,
1291,CN2612300000000,26,123,"Newaygo County, MI",,,,
1292,CN2612500000000,26,125,"Oakland County, MI",,,,
1293,CN2612700000000,26,127,"Oceana County, MI",,,,
1294,CN2612900000000,26,129,"Ogemaw County, MI",,,,
1295,CN2613100000000,26,131,"Ontonagon County, MI",,,,
1296,CN2613300000000,26,133,"Osceola County, MI",,,,
1297,CN2613500000000,26,135,"Oscoda County, MI",,,,
1298,CN2613700000000,26,137,"Otsego County, MI",,,,
1299,CN2613900000000,26,139,"Ottawa County, MI",,,,
1300,CN2614100000000,26,141,"Presque Isle County, MI",,,,
1301,CN2614300000000,26,143,"Roscommon County, MI",,,,
1302,CN2614500000000,26,145,"Saginaw County, MI",,,,
1303,CN2614700000000,26,147,"St. Clair County, MI",,,,
1304,CN2614900000000,26,149,"St. Joseph County, MI",,,,
1305,CN2615100000000,26,151,"Sanilac County, MI",,,,
1306,CN2615300000000,26,153,"Schoolcraft County, MI",,,,
1307,CN2615500000000,26,155,"Shiawassee County, MI",,,,
1308,CN2615700000000,26,157,"Tuscola County, MI",,,,
1309,CN2615900000000,26,159,"Van Buren County, MI",,,,
1310,CN2616100000000,26,161,"Washtenaw County, MI",,,,
1311,CN2616300000000,26,163,"Wayne County, MI",,,,
1312,CN2616500000000,26,165,"Wexford County, MI",,,,
1313,CN2700100000000,27,1,"Aitkin County, MN",,,,
1314,CN2700300000000,27,3,"Anoka County, MN",,,,
1315,CN2700500000000,27,5,"Becker County, MN",,,,
1316,CN2700700000000,27,7,"Beltrami County, MN",,,,
1317,CN2700900000000,27,9,"Benton County, MN",,,,
1318,CN2701100000000,27,11,"Big Stone County, MN",,,,
1319,CN2701300000000,27,13,"Blue Earth County, MN",,,,
1320,CN2701500000000,27,15,"Brown County, MN",,,,
1321,CN2701700000000,27,17,"Carlton County, MN",,,,
1322,CN2701900000000,27,19,"Carver County, MN",,,,
1323,CN2702100000000,27,21,"Cass County, MN",,,,
1324,CN2702300000000,27,23,"Chippewa County, MN",,,,
1325,CN2702500000000,27,25,"Chisago County, MN",,,,
1326,CN2702700000000,27,27,"Clay County, MN",,,,
1327,CN2702900000000,27,29,"Clearwater County, MN",,,,
1328,CN2703100000000,27,31,"Cook County, MN",,,,
1329,CN2703300000000,27,33,"Cottonwood County, MN",,,,
1330,CN2703500000000,27,35,"Crow Wing County, MN",,,,
1331,CN2703700000000,27,37,"Dakota County, MN",,,,
1332,CN2703900000000,27,39,"Dodge County, MN",,,,
1333,CN2704100000000,27,41,"Douglas County, MN",,,,
1334,CN2704300000000,27,43,"Faribault County, MN",,,,
1335,CN2704500000000,27,45,"Fillmore County, MN",,,,
1336,CN2704700000000,27,47,"Freeborn County, MN",,,,
1337,CN2704900000000,27,49,"Goodhue County, MN",,,,
1338,CN2705100000000,27,51,"Grant County, MN",,,,
1339,CN2705300000000,27,53,"Hennepin County, MN",,,,
1340,CN2705500000000,27,55,"Houston County, MN",,,,
1341,CN2705700000000,27,57,"Hubbard County, MN",,,,
1342,CN2705900000000,27,59,"Isanti County, MN",,,,
1343,CN2706100000000,27,61,"Itasca County, MN",,,,
1344,CN2706300000000,27,63,"Jackson County, MN",,,,
1345,CN2706500000000,27,65,"Kanabec County, MN",,,,
1346,CN2706700000000,27,67,"Kandiyohi County, MN",,,,
1347,CN2706900000000,27,69,"Kittson County, MN",,,,
1348,CN2707100000000,27,71,"Koochiching County, MN",,,,
1349,CN2707300000000,27,73,"Lac qui Parle County, MN",,,,
1350,CN2707500000000,27,75,"Lake County, MN",,,,
1351,CN2707700000000,27,77,"Lake of the Woods County, MN",,,,
1352,CN2707900000000,27,79,"Le Sueur County, MN",,,,
1353,CN2708100000000,27,81,"Lincoln County, MN",,,,
1354,CN2708300000000,27,83,"Lyon County, MN",,,,
1355,CN2708500000000,27,85,"McLeod County, MN",,,,
1356,CN2708700000000,27,87,"Mahnomen County, MN",,,,
1357,CN2708900000000,27,89,"Marshall County, MN",,,,
1358,CN2709100000000,27,91,"Martin County, MN",,,,
1359,CN2709300000000,27,93,"Meeker County, MN",,,,
1360,CN2709500000000,27,95,"Mille Lacs County, MN",,,,
1361,CN2709700000000,27,97,"Morrison County, MN",,,,
1362,CN2709900000000,27,99,"Mower County, MN",,,,
1363,CN2710100000000,27,101,"Murray County, MN",,,,
1364,CN2710300000000,27,103,"Nicollet County, MN",,,,
1365,CN2710500000000,27,105,"Nobles County, MN",,,,
1366,CN2710700000000,27,107,"Norman County, MN",,,,
1367,CN2710900000000,27,109,"Olmsted County, MN",,,,
1368,CN2711100000000,27,111,"Otter Tail County, MN",,,,
1369,CN2711300000000,27,113,"Pennington County, MN",,,,
1370,CN2711500000000,27,115,"Pine County, MN",,,,
1371,CN2711700000000,27,117,"Pipestone County, MN",,,,
1372,CN2711900000000,27,119,"Polk County, MN",,,,
1373,CN2712100000000,27,121,"Pope County, MN",,,,
1374,CN2712300000000,27,123,"Ramsey County, MN",,,,
1375,CN2712500000000,27,125,"Red Lake County, MN",,,,
1376,CN2712700000000,27,127,"Redwood County, MN",,,,
1377,CN2712900000000,27,129,"Renville County, MN",,,,
1378,CN2713100000000,27,131,"Rice County, MN",,,,
1379,CN2713300000000,27,133,"Rock County, MN",,,,
1380,CN2713500000000,27,135,"Roseau County, MN",,,,
1381,CN2713700000000,27,137,"St. Louis County, MN",,,,
1382,CN2713900000000,27,139,"Scott County, MN",,,,
1383,CN2714100000000,27,141,"Sherburne County, MN",,,,
1384,CN2714300000000,27,143,"Sibley County, MN",,,,
1385,CN2714500000000,27,145,"Stearns County, MN",,,,
1386,CN2714700000000,27,147,"Steele County, MN",,,,
1387,CN2714900000000,27,149,"Stevens County, MN",,,,
1388,CN2715100000000,27,151,"Swift County, MN",,,,
1389,CN2715300000000,27,153,"Todd County, MN",,,,
1390,CN2715500000000,27,155,"Traverse County, MN",,,,
1391,CN2715700000000,27,157,"Wabasha County, MN",,,,
1392,CN2715900000000,27,159,"Wadena County, MN",,,,
1393,CN2716100000000,27,161,"Waseca County, MN",,,,
1394,CN2716300000000,27,163,"Washington County, MN",,,,
1395,CN2716500000000,27,165,"Watonwan County, MN",,,,
1396,CN2716700000000,27,167,"Wilkin County, MN",,,,
1397,CN2716900000000,27,169,"Winona County, MN",,,,
1398,CN2717100000000,27,171,"Wright County, MN",,,,
1399,CN2717300000000,27,173,"Yellow Medicine County, MN",,,,
1400,CN2800100000000,28,1,"Adams County, MS",,,,
1401,CN2800300000000,28,3,"Alcorn County, MS",,,,
1402,CN2800500000000,28,5,"Amite County, MS",,,,
1403,CN2800700000000,28,7,"Attala County, MS",,,,
1404,CN2800900000000,28,9,"Benton County, MS",,,,
1405,CN2801100000000,28,11,"Bolivar County, MS",,,,
1406,CN2801300000000,28,13,"Calhoun County, MS",,,,
1407,CN2801500000000,28,15,"Carroll County, MS",,,,
1408,CN2801700000000,28,17,"Chickasaw County, MS",,,,
1409,CN2801900000000,28,19,"Choctaw County, MS",,,,
1410,CN2802100000000,28,21,"Claiborne County, MS",,,,
1411,CN2802300000000,28,23,"Clarke County, MS",,,,
1412,CN2802500000000,28,25,"Clay County, MS",,,,
1413,CN2802700000000,28,27,"Coahoma County, MS",,,,
1414,CN2802900000000,28,29,"Copiah County, MS",,,,
1415,CN2803100000000,28,31,"Covington County, MS",,,,
1416,CN2803300000000,28,33,"DeSoto County, MS",,,,
1417,CN2803500000000,28,35,"Forrest County, MS",,,,
1418,CN2803700000000,28,37,"Franklin County, MS",,,,
1419,CN2803900000000,28,39,"George County, MS",,,,
1420,CN2804100000000,28,41,"Greene County, MS",,,,
1421,CN2804300000000,28,43,"Grenada County, MS",,,,
1422,CN2804500000000,28,45,"Hancock County, MS",,,,
1423,CN2804700000000,28,47,"Harrison County, MS",,,,
1424,CN2804900000000,28,49,"Hinds County, MS",,,,
1425,CN2805100000000,28,51,"Holmes County, MS",,,,
1426,CN2805300000000,28,53,"Humphreys County, MS",,,,
1427,CN2805500000000,28,55,"Issaquena County, MS",,,,
1428,CN2805700000000,28,57,"Itawamba County, MS",,,,
1429,CN2805900000000,28,59,"Jackson County, MS",,,,
1430,CN2806100000000,28,61,"Jasper County, MS",,,,
1431,CN2806300000000,28,63,"Jefferson County, MS",,,,
1432,CN2806500000000,28,65,"Jefferson Davis County, MS",,,,
1433,CN2806700000000,28,67,"Jones County, MS",,,,
1434,CN2806900000000,28,69,"Kemper County, MS",,,,
1435,CN2807100000000,28,71,"Lafayette County, MS",,,,
1436,CN2807300000000,28,73,"Lamar County, MS",,,,
1437,CN2807500000000,28,75,"Lauderdale County, MS",,,,
1438,CN2807700000000,28,77,"Lawrence County, MS",,,,
1439,CN2807900000000,28,79,"Leake County, MS",,,,
1440,CN2808100000000,28,81,"Lee County, MS",,,,
1441,CN2808300000000,28,83,"Leflore County, MS",,,,
1442,CN2808500000000,28,85,"Lincoln County, MS",,,,
1443,CN2808700000000,28,87,"Lowndes County, MS",,,,
1444,CN2808900000000,28,89,"Madison County, MS",,,,
1445,CN2809100000000,28,91,"Marion County, MS",,,,
1446,CN2809300000000,28,93,"Marshall County, MS",,,,
1447,CN2809500000000,28,95,"Monroe County, MS",,,,
1448,CN2809700000000,28,97,"Montgomery County, MS",,,,
1449,CN2809900000000,28,99,"Neshoba County, MS",,,,
1450,CN2810100000000,28,101,"Newton County, MS",,,,
1451,CN2810300000000,28,103,"Noxubee County, MS",,,,
1452,CN2810500000000,28,105,"Oktibbeha County, MS",,,,
